ranking_posicao,titulo,tag_musica,tag_trecho,letra,artista,ano,contagem_palavras
110,Mentirosa (part. Wesley Safadão),musica107,musica107_trecho14,Safadão,Hugo Guilherme,2025.0,1
110,Mentirosa (part. Wesley Safadão),musica107,musica107_trecho15,Vem cantar com a gente,Hugo Guilherme,2025.0,5
110,Mentirosa (part. Wesley Safadão),musica107,musica107_trecho16,E contar sua história,Hugo Guilherme,2025.0,4
110,Mentirosa (part. Wesley Safadão),musica107,musica107_trecho17,Wesley,Hugo Guilherme,2025.0,1
110,Mentirosa (part. Wesley Safadão),musica107,musica107_trecho18,"Ha, ha, ha, ha, ha, ha",Hugo Guilherme,2025.0,6
110,Mentirosa (part. Wesley Safadão),musica107,musica107_trecho19,É uma mentira isso,Hugo Guilherme,2025.0,4
110,Mentirosa (part. Wesley Safadão),musica107,musica107_trecho20,Vem cá,Hugo Guilherme,2025.0,2
110,Mentirosa (part. Wesley Safadão),musica107,musica107_trecho21,Onde cê tava?,Hugo Guilherme,2025.0,3
110,Mentirosa (part. Wesley Safadão),musica107,musica107_trecho22,"Mas que bom que cê já veio aqui pra casa(Mais ou menos, né?)Porque eu já arrumei suas coisas",Hugo Guilherme,2025.0,18
110,Mentirosa (part. Wesley Safadão),musica107,musica107_trecho23,Me responde primeiro(Por quê?)Por que que cê é assim tão mentirosa?,Hugo Guilherme,2025.0,11
110,Mentirosa (part. Wesley Safadão),musica107,musica107_trecho24,Mentirosa,Hugo Guilherme,2025.0,1
110,Mentirosa (part. Wesley Safadão),musica107,musica107_trecho25,"Ai, ai",Hugo Guilherme,2025.0,2
110,Mentirosa (part. Wesley Safadão),musica107,musica107_trecho26,Sumiu de mim ontem na festa,Hugo Guilherme,2025.0,6
110,Mentirosa (part. Wesley Safadão),musica107,musica107_trecho27,"Só de manhã foi dar o ar da graça(Bandida, hein?)Onde cê tava?",Hugo Guilherme,2025.0,12
111,Barulho do Foguete,musica108,musica108_trecho1,Cadê a foto de vocês,Ze Neto Cristiano,2023.0,5
111,Barulho do Foguete,musica108,musica108_trecho2,Achei que ia durar pra sempre,Ze Neto Cristiano,2023.0,6
111,Barulho do Foguete,musica108,musica108_trecho3,Tô triste com um negócio desse,Ze Neto Cristiano,2023.0,6
111,Barulho do Foguete,musica108,musica108_trecho4,Escuta aí o barulho do foguete,Ze Neto Cristiano,2023.0,6
111,Barulho do Foguete,musica108,musica108_trecho5,"Escuta aí o barulho do foguete, ó",Ze Neto Cristiano,2023.0,7
111,Barulho do Foguete,musica108,musica108_trecho6,Com a legenda de textão?,Ze Neto Cristiano,2023.0,5
111,Barulho do Foguete,musica108,musica108_trecho7,Cadê o nome dele na sua bio,Ze Neto Cristiano,2023.0,7
111,Barulho do Foguete,musica108,musica108_trecho8,Do lado de um coração?,Ze Neto Cristiano,2023.0,5
111,Barulho do Foguete,musica108,musica108_trecho9,Aconteceu alguma coisa?,Ze Neto Cristiano,2023.0,3
111,Barulho do Foguete,musica108,musica108_trecho10,"Me diz, como é que você tá?",Ze Neto Cristiano,2023.0,7
111,Barulho do Foguete,musica108,musica108_trecho11,Cê sabe que eu tô sempre aqui se precisar desabafar,Ze Neto Cristiano,2023.0,10
111,Barulho do Foguete,musica108,musica108_trecho12,Meu ombro é todo seu quando quiser chorar,Ze Neto Cristiano,2023.0,8
111,Barulho do Foguete,musica108,musica108_trecho13,Que pena que cês terminaram,Ze Neto Cristiano,2023.0,5
112,Moto (part. Ana Castela),musica109,musica109_trecho1,"Eu tive uns namorado doido, ciumento e mentiroso",Julia E Rafaela,2024.0,8
112,Moto (part. Ana Castela),musica109,musica109_trecho2,"Entra e faz gostoso, depois disso é lona (ai!)Cê deve ser casado, ter três filhos no interior de sei lá onde",Julia E Rafaela,2024.0,21
112,Moto (part. Ana Castela),musica109,musica109_trecho3,"Fiquei arisca, rapaz",Julia E Rafaela,2024.0,3
112,Moto (part. Ana Castela),musica109,musica109_trecho4,"Tá que cê abre a porta do carro, se tá frio, dá o casaco",Julia E Rafaela,2024.0,14
112,Moto (part. Ana Castela),musica109,musica109_trecho5,Isso eles fazia demais,Julia E Rafaela,2024.0,4
112,Moto (part. Ana Castela),musica109,musica109_trecho6,"E já faz uns três fim de semana, e o mais fraco uma hora emociona",Julia E Rafaela,2024.0,15
112,Moto (part. Ana Castela),musica109,musica109_trecho7,"O perigo é sempre sorrateiro, bonito e charmoso",Julia E Rafaela,2024.0,8
112,Moto (part. Ana Castela),musica109,musica109_trecho8,"Entra e faz gostoso, depois disso é lona",Julia E Rafaela,2024.0,8
112,Moto (part. Ana Castela),musica109,musica109_trecho9,"Cê deve ser casado, ter três filhos no interior de sei lá onde",Julia E Rafaela,2024.0,13
112,Moto (part. Ana Castela),musica109,musica109_trecho10,Ou vai sumir no mundão depois de tirar uma moto no meu nome,Julia E Rafaela,2024.0,13
14,Senta Poca (part. MC Meno K),musica11,musica11_trecho1,"Se pra tu tá bom, pra mim também",Kadu Martins,,8
14,Senta Poca (part. MC Meno K),musica11,musica11_trecho2,O,Kadu Martins,,1
14,Senta Poca (part. MC Meno K),musica11,musica11_trecho3,ZN tá de peça,Kadu Martins,,4
14,Senta Poca (part. MC Meno K),musica11,musica11_trecho4,Japa,Kadu Martins,,1
14,Senta Poca (part. MC Meno K),musica11,musica11_trecho5,"NK, beat que te deixa lenta",Kadu Martins,,6
14,Senta Poca (part. MC Meno K),musica11,musica11_trecho6,"Ela senta, ela quica",Kadu Martins,,4
14,Senta Poca (part. MC Meno K),musica11,musica11_trecho7,"Vai bebê faz a fila (uh, uh)Pra entrar na chapa no papai",Kadu Martins,,12
14,Senta Poca (part. MC Meno K),musica11,musica11_trecho8,Uma de cada vez tanto faz,Kadu Martins,,6
14,Senta Poca (part. MC Meno K),musica11,musica11_trecho9,Uma de cada vez pro,Kadu Martins,,5
14,Senta Poca (part. MC Meno K),musica11,musica11_trecho10,Kaemi tanto faz,Kadu Martins,,3
14,Senta Poca (part. MC Meno K),musica11,musica11_trecho11,Bebê fumou um dry e se abriu que nem flor,Kadu Martins,,10
14,Senta Poca (part. MC Meno K),musica11,musica11_trecho12,Melhor coisa é ficar solteiro,Kadu Martins,,5
14,Senta Poca (part. MC Meno K),musica11,musica11_trecho13,"Começou pelo gin, acabou no licor",Kadu Martins,,6
14,Senta Poca (part. MC Meno K),musica11,musica11_trecho14,Fica de costa pra mim que a visão melhorou,Kadu Martins,,9
14,Senta Poca (part. MC Meno K),musica11,musica11_trecho15,Mexe o corpo inteiro,Kadu Martins,,4
14,Senta Poca (part. MC Meno K),musica11,musica11_trecho16,"Vai bebê faz a fila (uh, uh)Vai sentar de uma vez pro papai",Kadu Martins,,13
14,Senta Poca (part. MC Meno K),musica11,musica11_trecho17,Esperei chegar o verão,Kadu Martins,,4
14,Senta Poca (part. MC Meno K),musica11,musica11_trecho18,Tirei a aliança do dedo,Kadu Martins,,5
14,Senta Poca (part. MC Meno K),musica11,musica11_trecho19,Nós tá vivendo tudo que era só desejo,Kadu Martins,,8
14,Senta Poca (part. MC Meno K),musica11,musica11_trecho20,"Senta, poca, toda peka dela",Kadu Martins,,5
14,Senta Poca (part. MC Meno K),musica11,musica11_trecho21,"Vai querer ficar,",Kadu Martins,,3
113,Canudinho (part. Ana Castela),musica110,musica110_trecho1,Canudinho é o nome dela,Gusttavo Lima,2024.0,5
113,Canudinho (part. Ana Castela),musica110,musica110_trecho2,Matar sua sede bem devagarinho,Gusttavo Lima,2024.0,5
113,Canudinho (part. Ana Castela),musica110,musica110_trecho3,"Dando volta na sua boca, fica molhadinho",Gusttavo Lima,2024.0,7
113,Canudinho (part. Ana Castela),musica110,musica110_trecho4,"Ai, essa língua passando",Gusttavo Lima,2024.0,4
113,Canudinho (part. Ana Castela),musica110,musica110_trecho5,"Ai, essa língua passando em mim",Gusttavo Lima,2024.0,6
113,Canudinho (part. Ana Castela),musica110,musica110_trecho6,Você está me dando umas olhadas,Gusttavo Lima,2024.0,6
113,Canudinho (part. Ana Castela),musica110,musica110_trecho7,"E deixando minha cabeça a mil, puta que pariu",Gusttavo Lima,2024.0,9
113,Canudinho (part. Ana Castela),musica110,musica110_trecho8,E o pior é que cê nem disfarça,Gusttavo Lima,2024.0,8
113,Canudinho (part. Ana Castela),musica110,musica110_trecho9,Tem maldade na sua cara,Gusttavo Lima,2024.0,5
113,Canudinho (part. Ana Castela),musica110,musica110_trecho10,"Não vou chegar, já tô chegando, não vou aguentar",Gusttavo Lima,2024.0,9
113,Canudinho (part. Ana Castela),musica110,musica110_trecho11,Esse gin que cê tá tomando me fez delirar,Gusttavo Lima,2024.0,9
113,Canudinho (part. Ana Castela),musica110,musica110_trecho12,Será que cê deixa eu participar?,Gusttavo Lima,2024.0,6
113,Canudinho (part. Ana Castela),musica110,musica110_trecho13,Ô vontade de ser esse canudinho,Gusttavo Lima,2024.0,6
114,Tropa do Chapelão 🤠 (part. Diplo),musica111,musica111_trecho1,Tanta coisa pra aproveitar,Ana Castela,2025.0,4
114,Tropa do Chapelão 🤠 (part. Diplo),musica111,musica111_trecho2,Tropa do,Ana Castela,2025.0,2
114,Tropa do Chapelão 🤠 (part. Diplo),musica111,musica111_trecho3,"Chapelão(Quem manda, quem manda, quem manda, quem manda)(Quem manda nessa cidade, quem manda nessa cidade)(Quem manda nessa cidade)Hoje tem rodeio na cidade vizinha, vou lá",Ana Castela,2025.0,25
114,Tropa do Chapelão 🤠 (part. Diplo),musica111,musica111_trecho4,Esperei o ano inteiro pra chegar o,Ana Castela,2025.0,7
114,Tropa do Chapelão 🤠 (part. Diplo),musica111,musica111_trecho5,Barretão,Ana Castela,2025.0,1
114,Tropa do Chapelão 🤠 (part. Diplo),musica111,musica111_trecho6,Ver o povo de chapéu batendo na palma da mão,Ana Castela,2025.0,10
114,Tropa do Chapelão 🤠 (part. Diplo),musica111,musica111_trecho7,Cê sabe quem manda nessa cidade?,Ana Castela,2025.0,6
114,Tropa do Chapelão 🤠 (part. Diplo),musica111,musica111_trecho8,É a,Ana Castela,2025.0,2
114,Tropa do Chapelão 🤠 (part. Diplo),musica111,musica111_trecho9,Que eu não sei por onde começar,Ana Castela,2025.0,7
114,Tropa do Chapelão 🤠 (part. Diplo),musica111,musica111_trecho10,Chapelão,Ana Castela,2025.0,1
114,Tropa do Chapelão 🤠 (part. Diplo),musica111,musica111_trecho11,Chapelão(É a,Ana Castela,2025.0,2
114,Tropa do Chapelão 🤠 (part. Diplo),musica111,musica111_trecho12,"Hoje tem rodeio na cidade vizinha, vou lá",Ana Castela,2025.0,8
114,Tropa do Chapelão 🤠 (part. Diplo),musica111,musica111_trecho13,Chapelão),Ana Castela,2025.0,1
114,Tropa do Chapelão 🤠 (part. Diplo),musica111,musica111_trecho14,"É hoje que eu saio uma noite, mas só volto de dia, bora lá",Ana Castela,2025.0,14
114,Tropa do Chapelão 🤠 (part. Diplo),musica111,musica111_trecho15,Tem cavalo e boi pulando e o povo achando bom,Ana Castela,2025.0,10
114,Tropa do Chapelão 🤠 (part. Diplo),musica111,musica111_trecho16,E o locutor tá gritando:,Ana Castela,2025.0,5
114,Tropa do Chapelão 🤠 (part. Diplo),musica111,musica111_trecho17,"Segura, peão",Ana Castela,2025.0,2
114,Tropa do Chapelão 🤠 (part. Diplo),musica111,musica111_trecho18,Quem manda nessa cidade é a,Ana Castela,2025.0,6
115,Fama De Ruim,musica112,musica112_trecho1,Quem você pensa que é?,Lauana Prado,2025.0,5
115,Fama De Ruim,musica112,musica112_trecho2,Mulher também gosta de mesa de bar,Lauana Prado,2025.0,7
115,Fama De Ruim,musica112,musica112_trecho3,"Também toma porre, sai só pra pegar",Lauana Prado,2025.0,7
115,Fama De Ruim,musica112,musica112_trecho4,Vira noite na rua,Lauana Prado,2025.0,4
115,Fama De Ruim,musica112,musica112_trecho5,Usa pessoas nuas,Lauana Prado,2025.0,3
115,Fama De Ruim,musica112,musica112_trecho6,Sofrer por mim não é exclusividade sua,Lauana Prado,2025.0,7
115,Fama De Ruim,musica112,musica112_trecho7,Passado meu,Lauana Prado,2025.0,2
115,Fama De Ruim,musica112,musica112_trecho8,Não dá pitaco onde eu vou pôr o pé,Lauana Prado,2025.0,9
115,Fama De Ruim,musica112,musica112_trecho9,Cê não tá com saudade,Lauana Prado,2025.0,5
115,Fama De Ruim,musica112,musica112_trecho10,Cê só tá com vontade de ver minha liberdade dando ré,Lauana Prado,2025.0,11
115,Fama De Ruim,musica112,musica112_trecho11,Cê não mandava em mim,Lauana Prado,2025.0,5
115,Fama De Ruim,musica112,musica112_trecho12,Nem quando tirava o meu jeans com você por cima de mim,Lauana Prado,2025.0,12
115,Fama De Ruim,musica112,musica112_trecho13,Na sua boca suja,Lauana Prado,2025.0,4
115,Fama De Ruim,musica112,musica112_trecho14,Eu prefiro ter fama de ruim,Lauana Prado,2025.0,6
116,M de Mulher,musica113,musica113_trecho1,Dia 1 cê vai chorar demais,Icaro E Gilmar,,6
116,M de Mulher,musica113,musica113_trecho2,Que há um mês atrás tava mal,Icaro E Gilmar,,7
116,M de Mulher,musica113,musica113_trecho3,Dia 31 vai finalmente ver,Icaro E Gilmar,,5
116,M de Mulher,musica113,musica113_trecho4,Que às vezes um ponto final faz bem,Icaro E Gilmar,,8
116,M de Mulher,musica113,musica113_trecho5,Olha no espelho uma nova mulher,Icaro E Gilmar,,6
116,M de Mulher,musica113,musica113_trecho6,E nem chegou no dia 100,Icaro E Gilmar,,6
116,M de Mulher,musica113,musica113_trecho7,Descobriu que o amor não mata,Icaro E Gilmar,,6
116,M de Mulher,musica113,musica113_trecho8,"Que a saudade dói, mas passa",Icaro E Gilmar,,6
116,M de Mulher,musica113,musica113_trecho9,Que a felicidade não tá pendurada numa boca qualquer,Icaro E Gilmar,,9
116,M de Mulher,musica113,musica113_trecho10,E que você é foda com,Icaro E Gilmar,,6
116,M de Mulher,musica113,musica113_trecho11,"M de mulher, de mulher",Icaro E Gilmar,,5
116,M de Mulher,musica113,musica113_trecho12,Enquanto solidão te abraça,Icaro E Gilmar,,4
116,M de Mulher,musica113,musica113_trecho13,E a felicidade não tá pendurada numa boca qualquer,Icaro E Gilmar,,9
116,M de Mulher,musica113,musica113_trecho14,Dia 2 vai pensar em voltar,Icaro E Gilmar,,6
116,M de Mulher,musica113,musica113_trecho15,Enquanto a carência maltrata,Icaro E Gilmar,,4
116,M de Mulher,musica113,musica113_trecho16,Dia 7 o olho desinchou,Icaro E Gilmar,,5
116,M de Mulher,musica113,musica113_trecho17,Cê já consegue sair de casa,Icaro E Gilmar,,6
116,M de Mulher,musica113,musica113_trecho18,Dia 20 cê vai viajar,Icaro E Gilmar,,5
116,M de Mulher,musica113,musica113_trecho19,Posta selfie dando risada,Icaro E Gilmar,,4
116,M de Mulher,musica113,musica113_trecho20,Dia 30 você vai lembrar,Icaro E Gilmar,,5
117,Ciclo,musica114,musica114_trecho1,"Mãe, eu quis um tempo pra recomeçar",Jorge Mateus,2012.0,7
117,Ciclo,musica114,musica114_trecho2,Foi quando aprendi voar,Jorge Mateus,2012.0,4
117,Ciclo,musica114,musica114_trecho3,E o mundo inteiro quis pegar pra mim,Jorge Mateus,2012.0,8
117,Ciclo,musica114,musica114_trecho4,"A gente nasce, cresce, casa e sonha em ser feliz",Jorge Mateus,2012.0,10
117,Ciclo,musica114,musica114_trecho5,Por isso eu fui buscar no mundo tudo o que eu quis,Jorge Mateus,2012.0,12
117,Ciclo,musica114,musica114_trecho6,"Todas as vezes, minha mãe, que alguém me disse não",Jorge Mateus,2012.0,10
117,Ciclo,musica114,musica114_trecho7,Você disse sim pro meu coração,Jorge Mateus,2012.0,6
117,Ciclo,musica114,musica114_trecho8,Pensei que tinha a vida toda pra pensar,Jorge Mateus,2012.0,8
117,Ciclo,musica114,musica114_trecho9,"Mãe, chegou o meu futuro e eu não tô só",Jorge Mateus,2012.0,10
117,Ciclo,musica114,musica114_trecho10,"Em pouco tempo, alguém vai te chamar de vó",Jorge Mateus,2012.0,9
117,Ciclo,musica114,musica114_trecho11,O mundo em nove meses torna a renascer,Jorge Mateus,2012.0,8
117,Ciclo,musica114,musica114_trecho12,O tempo implacável vai continuar,Jorge Mateus,2012.0,5
117,Ciclo,musica114,musica114_trecho13,Deixando sua marca em nosso olhar,Jorge Mateus,2012.0,6
117,Ciclo,musica114,musica114_trecho14,E com meu filho isso também vai acontecer,Jorge Mateus,2012.0,8
117,Ciclo,musica114,musica114_trecho15,Te juro que a ele eu vou ensinar,Jorge Mateus,2012.0,8
117,Ciclo,musica114,musica114_trecho16,As coisas que aprendi de tanto ouvir você falar,Jorge Mateus,2012.0,9
117,Ciclo,musica114,musica114_trecho17,Porque era cômodo ficar aqui,Jorge Mateus,2012.0,5
117,Ciclo,musica114,musica114_trecho18,"Mãe, a vida me forçou a aprender",Jorge Mateus,2012.0,7
117,Ciclo,musica114,musica114_trecho19,Tudo aquilo que ouvia de você,Jorge Mateus,2012.0,6
117,Ciclo,musica114,musica114_trecho20,"Mas, entre os problemas, acho que ainda sei sorrir",Jorge Mateus,2012.0,9
117,Ciclo,musica114,musica114_trecho21,"Mãe, pra muito coisa eu sei que demorei",Jorge Mateus,2012.0,8
117,Ciclo,musica114,musica114_trecho22,E quanto tempo isso faz eu já nem sei,Jorge Mateus,2012.0,9
117,Ciclo,musica114,musica114_trecho23,Os anos insistiam em passar e eu cresci,Jorge Mateus,2012.0,8
118,O Meu Coração Em Suas Mãos (Colgando en tus manos) (part. Maiara e Maraisa),musica115,musica115_trecho1,"(Essa é com vocês dois, é?",Hugo Guilherme,2024.0,6
118,O Meu Coração Em Suas Mãos (Colgando en tus manos) (part. Maiara e Maraisa),musica115,musica115_trecho2,Meu coração está em suas mãos,Hugo Guilherme,2024.0,6
118,O Meu Coração Em Suas Mãos (Colgando en tus manos) (part. Maiara e Maraisa),musica115,musica115_trecho3,Não me deixes cair,Hugo Guilherme,2024.0,4
118,O Meu Coração Em Suas Mãos (Colgando en tus manos) (part. Maiara e Maraisa),musica115,musica115_trecho4,Você sabe que estou,Hugo Guilherme,2024.0,4
118,O Meu Coração Em Suas Mãos (Colgando en tus manos) (part. Maiara e Maraisa),musica115,musica115_trecho5,Presa em suas mãos,Hugo Guilherme,2024.0,4
118,O Meu Coração Em Suas Mãos (Colgando en tus manos) (part. Maiara e Maraisa),musica115,musica115_trecho6,Te envio poemas de meu punho e letra,Hugo Guilherme,2024.0,8
118,O Meu Coração Em Suas Mãos (Colgando en tus manos) (part. Maiara e Maraisa),musica115,musica115_trecho7,Te envio canções pra que você entenda,Hugo Guilherme,2024.0,7
118,O Meu Coração Em Suas Mãos (Colgando en tus manos) (part. Maiara e Maraisa),musica115,musica115_trecho8,Te envio minhas fotos pra que você me veja,Hugo Guilherme,2024.0,9
118,O Meu Coração Em Suas Mãos (Colgando en tus manos) (part. Maiara e Maraisa),musica115,musica115_trecho9,"Não estamos juntos, mas tenho certeza",Hugo Guilherme,2024.0,6
118,O Meu Coração Em Suas Mãos (Colgando en tus manos) (part. Maiara e Maraisa),musica115,musica115_trecho10,"Assim, eu espero que nunca se esqueça",Hugo Guilherme,2024.0,7
118,O Meu Coração Em Suas Mãos (Colgando en tus manos) (part. Maiara e Maraisa),musica115,musica115_trecho11,Que o meu coração está em suas mãos,Hugo Guilherme,2024.0,8
118,O Meu Coração Em Suas Mãos (Colgando en tus manos) (part. Maiara e Maraisa),musica115,musica115_trecho12,Todo mundo?)Não foi coincidência encontrar contigo,Hugo Guilherme,2024.0,6
118,O Meu Coração Em Suas Mãos (Colgando en tus manos) (part. Maiara e Maraisa),musica115,musica115_trecho13,"Cuidado, cuidado, muito cuidado (cuidado)Que o meu coração está em suas mãos(Faz barulho,",Hugo Guilherme,2024.0,13
118,O Meu Coração Em Suas Mãos (Colgando en tus manos) (part. Maiara e Maraisa),musica115,musica115_trecho14,"Goiânia,",Hugo Guilherme,2024.0,1
118,O Meu Coração Em Suas Mãos (Colgando en tus manos) (part. Maiara e Maraisa),musica115,musica115_trecho15,Maiara e,Hugo Guilherme,2024.0,2
118,O Meu Coração Em Suas Mãos (Colgando en tus manos) (part. Maiara e Maraisa),musica115,musica115_trecho16,Maraisa e,Hugo Guilherme,2024.0,2
118,O Meu Coração Em Suas Mãos (Colgando en tus manos) (part. Maiara e Maraisa),musica115,musica115_trecho17,Hugo e,Hugo Guilherme,2024.0,2
118,O Meu Coração Em Suas Mãos (Colgando en tus manos) (part. Maiara e Maraisa),musica115,musica115_trecho18,"Guilherme)(Ô, moda apaixonada)Não perco a esperança de encontrar contigo",Hugo Guilherme,2024.0,9
